epoch,acc,loss,val_acc,val_loss
0,0.73035145,0.5496883814746198,0.7983515,0.433123737979214
1,0.7966134,0.4332501626738344,0.8320874,0.3820829647515545
2,0.82319486,0.38939563379881864,0.8462718,0.35177924167682595
3,0.8423642,0.3503631751986738,0.8593061,0.3381074492230323
4,0.8604473,0.3201255118351775,0.8715737,0.3109164988089732
5,0.87277955,0.2955802688202538,0.8709987,0.30766207187116795
6,0.88472843,0.2674935736519079,0.880391,0.27715250438706546
7,0.89316297,0.25131409571955377,0.89035845,0.2637262014175526
8,0.9044728,0.22630848053354805,0.8890167,0.2619037375850926
9,0.90939295,0.21687058700349765,0.8824995,0.2749819209435353
10,0.9173802,0.20023500125438642,0.8899751,0.26743473424773484
11,0.9227476,0.18419909582922633,0.8945754,0.24831249026907617
12,0.9308626,0.16973173660211288,0.8918919,0.2649660105503723
13,0.93559104,0.16040304875792788,0.8959172,0.253042310179251
14,0.9361022,0.1511519217586365,0.9074181,0.231787766830684
15,0.94722044,0.13072512884680837,0.9010926,0.2593399551160632
16,0.9494569,0.12799376704441473,0.8999425,0.24705095847082112
17,0.95111823,0.1169394155936881,0.9058846,0.2501527083481046
18,0.9557828,0.11209768390884034,0.91067666,0.24935117660410586
19,0.9601278,0.10082889041723535,0.9089515,0.24898849612786347
20,0.961853,0.09231933449880003,0.9032011,0.26395888487475117
21,0.96389776,0.09113405732729564,0.897834,0.27970151553522793
22,0.96651757,0.08490087051932423,0.9049262,0.2599654507769555
23,0.9689457,0.07987538091790752,0.90875983,0.26340010443454914
24,0.97220445,0.07176406255830972,0.9058846,0.2719338177257921
25,0.97297126,0.06915724246361005,0.91048497,0.26926436255963937
26,0.97610223,0.06319960120434578,0.90856814,0.2815544199750459
27,0.9738019,0.06697994065598939,0.91048497,0.2662532156983486
28,0.9807668,0.05432729406097826,0.915277,0.2742753575502604
29,0.9803195,0.05368275974124384,0.91374356,0.2737098128226198
0,0.7325879,0.5407252753809237,0.7966264,0.4421762579161933
1,0.7922684,0.4333151691066571,0.8253786,0.38282341311118234
2,0.8240256,0.3818359805029421,0.8468468,0.3525514913994575
3,0.84428114,0.34984541563561167,0.86103123,0.3333222071958132
4,0.86230034,0.31456833147012386,0.86889017,0.3075533389976616
5,0.87571883,0.29010219078475297,0.8736822,0.3058411188513606
6,0.8884984,0.2691466443816694,0.8838413,0.28185180351152395
7,0.8941853,0.2482684529779818,0.8817328,0.2850160942135676
8,0.9063259,0.2288451644616386,0.8899751,0.2745992474247949
9,0.9081789,0.21656189854533528,0.8926586,0.27164361454390784
10,0.9199361,0.19760937588283428,0.897834,0.2583673031640414
11,0.923131,0.18548841688960505,0.89649224,0.2616900393954634
12,0.9304792,0.1736778430245555,0.8976423,0.26248456552290517
13,0.9371246,0.15949128038586138,0.8974506,0.26109895314068
14,0.9399361,0.14793751251964143,0.8947671,0.2685146122822388
15,0.9440895,0.1403930556355193,0.8976423,0.2655334031276829
16,0.9478594,0.12959185591140113,0.8999425,0.2643044635679202
17,0.9501597,0.12368778326831306,0.9060763,0.24683837749411006
18,0.9571246,0.11003976194241558,0.90550125,0.2673698693245381
19,0.9601278,0.10433885251942535,0.90875983,0.2573041412704448
20,0.9621086,0.09470199002958715,0.9078014,0.25838974698626815
21,0.9628115,0.09430171700045704,0.91125166,0.25793843942171135
22,0.9656869,0.0856909723008593,0.9097182,0.27246796251063105
23,0.9711821,0.07679943510637686,0.90262604,0.2893828503760383
24,0.970032,0.07675273687028275,0.9091432,0.2665794584225347
25,0.9749521,0.06886333312256077,0.90818477,0.28385736428676767
26,0.9747604,0.0680655781510539,0.9041595,0.2922704285340952
27,0.9776997,0.05871294666712467,0.9108683,0.2868201055299603
28,0.97623,0.061345360262420615,0.9074181,0.28918896584943127
29,0.97827476,0.056753557211103534,0.9133602,0.29469281225076965
30,0.9805751,0.05221564967744648,0.9099099,0.2903949114036487
31,0.98134184,0.05049354763362354,0.9001342,0.32705064226732367
32,0.98198086,0.04966999540313745,0.9150853,0.29340944223667165
33,0.981853,0.04782997040798108,0.915277,0.3117450201262316
34,0.98415333,0.04222838564421803,0.91163504,0.29930722306737595
35,0.98472846,0.04129816198501343,0.915277,0.28887951305503473
36,0.98511183,0.040638888269758075,0.9189189,0.3006714903887876
37,0.9854313,0.039208615208848024,0.9125934,0.3045232304673051
38,0.9870927,0.033359886539368014,0.9160437,0.31392077639204846
39,0.98747605,0.03363153981931579,0.91661876,0.31224265281601565
40,0.9880511,0.030670763341287453,0.9221775,0.32850510330407673
41,0.9895208,0.029887602234872194,0.91738546,0.3304943565021467
42,0.9893291,0.030645081395158372,0.91374356,0.32865564780763584
43,0.99035144,0.026901835049874485,0.92045236,0.33501579544085847
44,0.9907987,0.026969600065042988,0.9125934,0.3458062623318114
45,0.990607,0.027051746085428964,0.9150853,0.3341329432445535
46,0.991885,0.022777589327081467,0.919494,0.34687122842555806
47,0.9911182,0.02575536379763208,0.919494,0.32367575849830044
48,0.9907987,0.024905067640371596,0.91451025,0.338020413845509
49,0.9934185,0.020226203445077372,0.9171938,0.34401761354421184
0,0.7048562,0.5872705537899614,0.7117117,0.5805330762512181
1,0.70977634,0.5778559415866011,0.7117117,0.5782472397121681
2,0.70977634,0.5754260529039766,0.7120951,0.5769437567493526
3,0.70971245,0.5732216278356486,0.7120951,0.5774371147909817
4,0.70958465,0.5711448874031774,0.7117117,0.5744929618823568
5,0.70996803,0.5692673760709671,0.7117117,0.5745643749418948
6,0.71054316,0.5675556852032964,0.7117117,0.5717444023182047
7,0.71047926,0.5653230142288695,0.7120951,0.5710264297538913
8,0.71041536,0.5632688655411473,0.7126701,0.5794165819934759
9,0.7115655,0.5606517687125708,0.7119034,0.5672135873843547
10,0.7116933,0.5565531705972104,0.7119034,0.5703366431944074
11,0.71354634,0.5527731816608685,0.7149703,0.5652435798057314
12,0.7155272,0.5491713972670582,0.7140119,0.5593587187187914
13,0.7170607,0.5436547294973184,0.71343684,0.5593813021840641
14,0.7196805,0.5396217009587029,0.7178455,0.5576478117084009
15,0.723131,0.5348078854320149,0.7178455,0.552930573805187
16,0.7260703,0.5302837662803479,0.70040256,0.5670489960071431
17,0.7297764,0.5265702186986662,0.7168871,0.560323107635607
18,0.72932905,0.5240473623816578,0.7207207,0.5520177031011217
19,0.732524,0.5211033188877776,0.6963772,0.5650038683987998
20,0.7322045,0.5191470603630566,0.7097949,0.5525645844799727
21,0.7366134,0.5154551270213752,0.719954,0.545377704462878
22,0.7376358,0.5129428623888058,0.7088365,0.5500134009498734
23,0.7402556,0.511062950699474,0.64404833,0.6060912671595532
24,0.74178916,0.5089267048287316,0.6841096,0.5704138319063214
